DMI,density_z4,R_IRI,DMI_z2_x,density_z2,L_IRI,index,DMI_id,Density_x_y,R_IRI_y,DMI_z2_y,Density_y_y,L_IRI_y,DMI_fwd,D0,D48,SCI,BDI,BCI,Latitude,Longitude,Patching_color_map,Patching_depth,Patching_color
3144,0.0,15.8,3144,0.681,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.664066,-87.168716,Good_condition,1,green
3150,0.0,18.0,3150,2.173,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.664055,-87.168724,Good_condition,1,green
3156,0.0,36.8,3156,4.027,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.664036,-87.168732,Surface_patching_warning,2,yellow
3162,0.0,15.8,3162,0.62,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.664021,-87.168739,Good_condition,1,green
3168,0.0,15.7,3168,2.018,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.664005,-87.168747,Good_condition,1,green
3174,0.884,27.7,3174,1.225,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663994,-87.168755,Good_condition,1,green
3180,0.0,31.7,3180,1.479,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663979,-87.168762,Good_condition,1,green
3186,0.0,33.9,3186,2.118,130.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663963,-87.16877,Surface_patching_warning,2,yellow
3192,0.0,11.7,3192,0.428,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663948,-87.168777,Good_condition,1,green
3198,0.0,24.0,3198,2.531,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663929,-87.168785,Good_condition,1,green
3204,0.0,26.1,3204,3.029,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663914,-87.168793,Good_condition,1,green
3210,0.0,10.7,3210,2.402,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663898,-87.1688,Good_condition,1,green
3216,0.0,21.3,3216,2.471,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663883,-87.168808,Good_condition,1,green
3222,0.0,42.2,3222,2.953,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663872,-87.168816,Good_condition,1,green
3228,0.611,27.5,3228,1.977,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663857,-87.168823,Good_condition,1,green
3234,0.629,17.1,3234,2.204,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663841,-87.168831,Good_condition,1,green
3240,0.0,2.5,3240,1.706,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663822,-87.168839,Good_condition,1,green
3246,0.0,109.9,3246,5.58,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663811,-87.168846,Surface_patching_warning,2,yellow
3252,1.283,32.3,3252,0.99,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663795,-87.168854,Good_condition,1,green
3258,0.267,30.9,3258,2.572,78.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66378,-87.168861,Surface_patching_warning,2,yellow
3264,0.0,10.3,3264,2.503,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663765,-87.168869,Good_condition,1,green
3270,1.331,56.7,3270,1.21,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66375,-87.168877,Good_condition,1,green
3276,0.853,36.2,3276,2.438,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663734,-87.168884,Good_condition,1,green
3282,0.314,35.7,3282,0.0,31.3,2.0,3282.0,0.314,35.7,3282.0,0.0,31.3,3281.0,6.96,3.07,1.3100000000000005,1.2199999999999998,1.1500000000000004,38.663719,-87.168892,Full_depth_patching,7,red
3288,0.0,25.5,3288,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663704,-87.1689,Good_condition,1,green
3294,1.91,56.4,3294,1.707,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663689,-87.168907,Good_condition,1,green
3300,0.0,28.2,3300,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663673,-87.168915,Good_condition,1,green
3306,0.885,24.3,3306,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663658,-87.168922,Good_condition,1,green
3312,1.032,10.6,3312,0.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663643,-87.16893,Good_condition,1,green
3318,2.49,92.5,3318,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663628,-87.168938,Surface_patching_warning,2,yellow
3324,0.0,15.6,3324,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663612,-87.168945,Good_condition,1,green
3330,0.0,14.0,3330,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663597,-87.168953,Good_condition,1,green
3336,0.915,66.3,3336,0.884,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663586,-87.168961,Good_condition,1,green
3342,2.341,50.6,3342,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663567,-87.168968,Good_condition,1,green
3348,1.443,105.1,3348,0.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663551,-87.168976,Surface_patching_warning,2,yellow
3354,2.001,89.9,3354,0.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66354,-87.168983,Surface_patching_warning,2,yellow
3360,0.0,28.1,3360,0.0,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663521,-87.168991,Good_condition,1,green
3366,0.0,154.7,3366,0.0,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663506,-87.168999,Surface_patching_warning,2,yellow
3372,0.0,58.8,3372,1.236,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663494,-87.169006,Good_condition,1,green
3378,0.0,132.3,3378,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663479,-87.169014,Surface_patching_warning,2,yellow
3384,3.108,25.3,3384,0.0,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663464,-87.169022,Good_condition,1,green
3390,0.0,137.8,3390,0.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663448,-87.169029,Surface_patching_warning,2,yellow
3396,2.602,15.7,3396,0.0,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663429,-87.169037,Surface_patching_warning,2,yellow
3402,2.545,189.8,3402,0.122,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663418,-87.169044,Surface_patching_warning,2,yellow
3408,0.0,13.2,3408,0.725,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663403,-87.169052,Good_condition,1,green
3414,3.379,82.3,3414,0.855,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663387,-87.16906,Surface_patching_warning,2,yellow
3420,0.0,109.3,3420,0.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663372,-87.169067,Surface_patching_warning,2,yellow
3426,0.0,47.9,3426,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663357,-87.169075,Good_condition,1,green
3432,0.003,55.0,3432,0.006,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663342,-87.169083,Good_condition,1,green
3438,3.337,50.9,3438,2.581,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663322,-87.16909,Good_condition,1,green
3444,1.97,49.3,3444,1.307,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663311,-87.169098,Good_condition,1,green
3450,0.0,28.3,3450,0.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663296,-87.169106,Good_condition,1,green
3456,2.12,31.7,3456,1.063,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663277,-87.169113,Good_condition,1,green
3462,0.0,57.7,3462,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663261,-87.169121,Good_condition,1,green
3468,0.0,46.5,3468,2.006,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663246,-87.169128,Good_condition,1,green
3474,0.0,30.6,3474,0.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663235,-87.169136,Good_condition,1,green
3480,0.0,50.5,3480,2.797,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663216,-87.169144,Good_condition,1,green
3486,0.0,59.6,3486,2.201,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6632,-87.169151,Good_condition,1,green
3492,0.0,30.1,3492,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663185,-87.169151,Good_condition,1,green
3498,5.421,47.2,3498,2.225,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66317,-87.169159,Good_condition,1,green
3504,0.0,29.4,3504,1.901,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663155,-87.169167,Good_condition,1,green
3510,0.0,41.8,3510,0.103,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663139,-87.169174,Good_condition,1,green
3516,7.155,48.0,3516,0.0,103.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663124,-87.169182,Surface_patching_warning,2,yellow
3522,7.424,251.9,3522,0.0,109.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663109,-87.169189,Surface_patching_warning,2,yellow
3528,5.884,35.3,3528,0.138,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663094,-87.169197,Good_condition,1,green
3534,8.541,34.2,3534,1.152,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663078,-87.169205,Good_condition,1,green
3540,9.408,13.0,3540,0.0,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663063,-87.169205,Good_condition,1,green
3546,8.72,103.5,3546,0.109,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663048,-87.169212,Surface_patching_warning,2,yellow
3552,1.026,15.3,3552,2.123,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663033,-87.16922,Surface_patching_warning,2,yellow
3558,9.04,88.1,3558,0.221,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663017,-87.169228,Surface_patching_warning,2,yellow
3564,7.499,99.5,3564,1.796,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.663002,-87.169235,Surface_patching_warning,2,yellow
3570,3.406,16.2,3570,0.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662987,-87.169243,Good_condition,1,green
3576,5.859,47.8,3576,1.539,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662971,-87.16925,Good_condition,1,green
3582,8.938,32.1,3582,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662956,-87.169258,Good_condition,1,green
3588,8.64,195.4,3588,1.696,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662937,-87.169266,Surface_patching_warning,2,yellow
3594,0.0,173.9,3594,1.248,89.5,3.0,3594.0,0.0,173.9,3594.0,1.248,89.5,3596.0,5.48,2.58,1.12,0.8600000000000003,0.79,38.662926,-87.169266,Full_depth_patching,7,red
3600,5.63,49.9,3600,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662907,-87.169273,Good_condition,1,green
3606,1.501,24.5,3606,2.344,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662891,-87.169281,Good_condition,1,green
3612,0.0,86.7,3612,0.557,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662876,-87.169289,Surface_patching_warning,2,yellow
3618,0.0,26.0,3618,0.739,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662861,-87.169296,Good_condition,1,green
3624,0.0,78.2,3624,2.701,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662846,-87.169296,Surface_patching_warning,2,yellow
3630,4.759,73.8,3630,0.505,187.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66283,-87.169304,Surface_patching_warning,2,yellow
3636,11.686,158.9,3636,0.717,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662815,-87.169312,Surface_patching_warning,2,yellow
3642,8.326,100.3,3642,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6628,-87.169319,Surface_patching_warning,2,yellow
3648,3.784,71.0,3648,0.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662785,-87.169327,Surface_patching_warning,2,yellow
3654,5.212,54.3,3654,0.0,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662769,-87.169334,Good_condition,1,green
3660,1.286,43.4,3660,0.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662754,-87.169334,Good_condition,1,green
3666,2.663,33.8,3666,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662739,-87.169342,Good_condition,1,green
3672,1.585,50.6,3672,0.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66272,-87.16935,Good_condition,1,green
3678,0.0,60.2,3678,0.0,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662704,-87.169357,Surface_patching_warning,2,yellow
3684,2.978,25.2,3684,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662689,-87.169365,Good_condition,1,green
3690,0.442,86.9,3690,0.841,74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662674,-87.169365,Surface_patching_warning,2,yellow
3696,8.924,110.1,3696,0.0,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662659,-87.169373,Surface_patching_warning,2,yellow
3702,12.452,29.0,3702,0.009,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662643,-87.16938,Good_condition,1,green
3708,11.997,76.5,3708,5.119,109.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662628,-87.169388,Surface_patching_warning,2,yellow
3714,1.359,48.1,3714,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662613,-87.169395,Surface_patching_warning,2,yellow
3720,0.834,13.9,3720,0.0,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662598,-87.169395,Good_condition,1,green
3726,2.245,60.5,3726,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662582,-87.169403,Surface_patching_warning,2,yellow
3732,0.541,74.2,3732,0.0,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662563,-87.169411,Surface_patching_warning,2,yellow
3738,3.292,18.4,3738,0.0,125.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662552,-87.169418,Surface_patching_warning,2,yellow
3744,5.15,40.3,3744,0.586,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662537,-87.169418,Good_condition,1,green
3750,6.525,33.4,3750,0.9,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662521,-87.169426,Surface_patching_warning,2,yellow
3756,7.065,87.0,3756,0.9,51.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662502,-87.169434,Surface_patching_warning,2,yellow
3762,6.47,108.4,3762,0.0,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662491,-87.169441,Surface_patching_warning,2,yellow
3768,2.124,25.4,3768,1.042,110.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662476,-87.169449,Surface_patching_warning,2,yellow
3774,1.799,245.0,3774,1.745,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662457,-87.169456,Surface_patching_warning,2,yellow
3780,0.0,25.6,3780,5.744,139.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662441,-87.169456,Surface_patching_warning,2,yellow
3786,0.0,69.2,3786,2.187,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66243,-87.169464,Surface_patching_warning,2,yellow
3792,0.0,67.3,3792,0.0,480.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662411,-87.169472,Full_depth_patching,7,red
3798,0.0,19.5,3798,1.13,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662395,-87.169479,Good_condition,1,green
3804,2.795,7.9,3804,4.875,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66238,-87.169487,Surface_patching_warning,2,yellow
3810,7.909,136.4,3810,1.289,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662365,-87.169495,Surface_patching_warning,2,yellow
3816,5.91,63.6,3816,2.345,82.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66235,-87.169495,Surface_patching_warning,2,yellow
3822,7.239,91.7,3822,0.48,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662334,-87.169502,Surface_patching_warning,2,yellow
3828,5.187,21.1,3828,1.686,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662319,-87.16951,Surface_patching_warning,2,yellow
3834,1.766,7.9,3834,4.003,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6623,-87.169518,Good_condition,1,green
3840,0.0,35.6,3840,5.804,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662289,-87.169525,Surface_patching_warning,2,yellow
3846,0.0,40.8,3846,6.656,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66227,-87.169533,Good_condition,1,green
3852,0.0,67.7,3852,5.435,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662254,-87.169533,Surface_patching_warning,2,yellow
3858,0.0,101.4,3858,6.315,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662239,-87.16954,Surface_patching_warning,2,yellow
3864,0.0,305.8,3864,5.999,110.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662224,-87.169548,Surface_patching_warning,2,yellow
3870,0.0,23.9,3870,8.339,163.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662209,-87.169556,Surface_patching_warning,2,yellow
3876,0.299,55.8,3876,13.156,126.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662193,-87.169563,Surface_patching_warning,2,yellow
3882,0.0,39.9,3882,9.514,119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662178,-87.169563,Surface_patching_warning,2,yellow
3888,0.0,18.6,3888,7.345,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662163,-87.169571,Good_condition,1,green
3894,0.0,42.3,3894,16.584,126.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662148,-87.169579,Surface_patching_warning,2,yellow
3900,1.66,66.5,3900,6.06,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662132,-87.169586,Surface_patching_warning,2,yellow
3906,0.0,39.1,3906,7.492,906.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662117,-87.169594,Full_depth_patching,7,red
3912,0.0,12.2,3912,11.05,193.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662102,-87.169601,Surface_patching_warning,2,yellow
3918,0.0,34.7,3918,6.479,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662086,-87.169601,Good_condition,1,green
3924,0.0,10.3,3924,7.696,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662071,-87.169609,Surface_patching_warning,2,yellow
3930,0.0,16.7,3930,6.718,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662052,-87.169617,Good_condition,1,green
3936,1.315,280.6,3936,10.565,137.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662041,-87.169624,Surface_patching_warning,2,yellow
3942,0.0,28.3,3942,8.049,30.7,4.0,3942.0,0.0,28.3,3942.0,8.049,30.7,3940.0,5.18,3.26,0.4400000000000004,0.5700000000000003,0.7000000000000002,38.662022,-87.169624,Full_depth_patching,7,red
3948,0.0,42.4,3948,6.839,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.662006,-87.169632,Good_condition,1,green
3954,0.0,36.5,3954,6.885,94.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.661991,-87.16964,Surface_patching_warning,2,yellow
3960,0.0,35.5,3960,8.446,111.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.661976,-87.169647,Surface_patching_warning,2,yellow
3966,0.0,30.2,3966,7.49,182.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.661961,-87.169655,Surface_patching_warning,2,yellow
3972,0.0,106.5,3972,11.498,284.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.661945,-87.169655,Surface_patching_warning,2,yellow
3978,0.0,92.1,3978,6.391,306.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66193,-87.169662,Surface_patching_warning,2,yellow
3984,0.0,73.0,3984,5.912,122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.661915,-87.16967,Surface_patching_warning,2,yellow
