DMI,density_z4,R_IRI,DMI_z2_x,density_z2,L_IRI,index,DMI_id,Density_x_y,R_IRI_y,DMI_z2_y,Density_y_y,L_IRI_y,DMI_fwd,D0,D48,SCI,BDI,BCI,Latitude,Longitude,Patching_color_map,Patching_depth,Patching_color
7260,3.853,36.2,7260,1.291,267.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653263,-87.17086,Surface_patching_warning,2,yellow
7266,3.054,130.4,7266,3.858,307.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653248,-87.17086,Surface_patching_warning,2,yellow
7272,0.0,142.3,7272,0.0,171.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653233,-87.17086,Surface_patching_warning,2,yellow
7278,0.0,45.1,7278,0.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653214,-87.17086,Good_condition,1,green
7284,0.0,48.0,7284,0.0,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653198,-87.17086,Good_condition,1,green
7290,1.273,199.3,7290,0.451,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653183,-87.17086,Surface_patching_warning,2,yellow
7296,0.0,77.3,7296,0.0,161.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653168,-87.17086,Surface_patching_warning,2,yellow
7302,0.0,73.8,7302,0.0,195.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653149,-87.17086,Surface_patching_warning,2,yellow
7308,0.0,33.6,7308,0.0,137.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653133,-87.17086,Surface_patching_warning,2,yellow
7314,4.837,378.3,7314,2.137,481.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653118,-87.17086,Full_depth_patching,7,red
7320,2.568,109.4,7320,0.0,341.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653103,-87.17086,Full_depth_patching,7,red
7326,9.83,140.2,7326,0.871,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653084,-87.17086,Surface_patching_warning,2,yellow
7332,14.674,172.1,7332,2.045,172.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653069,-87.17086,Surface_patching_warning,2,yellow
7338,7.198,404.6,7338,0.0,731.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653053,-87.17086,Full_depth_patching,7,red
7344,13.42,196.0,7344,1.986,573.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653034,-87.17086,Full_depth_patching,7,red
7350,16.139,183.4,7350,0.349,589.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653019,-87.17086,Full_depth_patching,7,red
7356,14.089,53.5,7356,0.877,269.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.653004,-87.17086,Surface_patching_warning,2,yellow
7362,5.412,174.2,7362,0.284,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652985,-87.17086,Surface_patching_warning,2,yellow
7368,1.389,70.5,7368,2.685,136.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652969,-87.17086,Surface_patching_warning,2,yellow
7374,0.0,68.0,7374,2.255,177.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652954,-87.17086,Surface_patching_warning,2,yellow
7380,0.0,43.5,7380,1.064,149.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652939,-87.17086,Surface_patching_warning,2,yellow
7386,2.002,328.4,7386,2.823,270.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652924,-87.17086,Surface_patching_warning,2,yellow
7392,1.444,122.1,7392,0.239,182.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652905,-87.17086,Surface_patching_warning,2,yellow
7398,2.66,335.1,7398,3.251,225.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652889,-87.17086,Full_depth_patching,7,red
7404,0.0,514.6,7404,2.271,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652874,-87.17086,Full_depth_patching,7,red
7410,1.384,30.6,7410,0.224,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652855,-87.17086,Good_condition,1,green
7416,0.079,134.6,7416,0.0,266.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65284,-87.17086,Surface_patching_warning,2,yellow
7422,1.328,110.5,7422,1.302,307.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652824,-87.17086,Surface_patching_warning,2,yellow
7428,0.0,48.7,7428,2.987,369.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652809,-87.17086,Full_depth_patching,7,red
7434,5.267,308.2,7434,2.158,765.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65279,-87.17086,Full_depth_patching,7,red
7440,13.918,588.3,7440,2.676,606.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652775,-87.17086,Full_depth_patching,7,red
7446,10.98,217.0,7446,3.289,168.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65276,-87.17086,Surface_patching_warning,2,yellow
7452,2.301,69.6,7452,3.16,85.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65274,-87.17086,Surface_patching_warning,2,yellow
7458,1.836,55.4,7458,0.621,122.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652725,-87.17086,Surface_patching_warning,2,yellow
7464,3.334,125.2,7464,0.0,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65271,-87.17086,Surface_patching_warning,2,yellow
7470,0.863,48.0,7470,0.0,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652695,-87.17086,Surface_patching_warning,2,yellow
7476,0.357,112.7,7476,0.921,169.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652676,-87.17086,Surface_patching_warning,2,yellow
7482,1.722,87.9,7482,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65266,-87.17086,Surface_patching_warning,2,yellow
7488,0.0,188.4,7488,0.0,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652645,-87.17086,Surface_patching_warning,2,yellow
7494,0.0,63.1,7494,0.0,245.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65263,-87.170868,Surface_patching_warning,2,yellow
7500,0.0,179.0,7500,0.0,282.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652611,-87.170868,Surface_patching_warning,2,yellow
7506,2.775,240.0,7506,0.805,138.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652596,-87.170868,Surface_patching_warning,2,yellow
7512,0.0,140.1,7512,1.204,182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65258,-87.170868,Surface_patching_warning,2,yellow
7518,0.0,128.5,7518,0.0,159.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652565,-87.170868,Surface_patching_warning,2,yellow
7524,0.968,101.4,7524,0.0,544.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.65255,-87.170868,Full_depth_patching,7,red
7530,0.0,70.5,7530,0.0,238.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652531,-87.170868,Surface_patching_warning,2,yellow
7536,0.0,123.8,7536,0.0,758.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652515,-87.170868,Full_depth_patching,7,red
7542,0.0,99.8,7542,0.0,345.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6525,-87.170868,Full_depth_patching,7,red
7548,0.0,147.8,7548,0.0,144.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652485,-87.170868,Surface_patching_warning,2,yellow
7554,0.0,164.8,7554,0.0,418.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652466,-87.170868,Full_depth_patching,7,red
7560,0.794,120.1,7560,0.914,263.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652451,-87.170868,Surface_patching_warning,2,yellow
7566,0.0,84.8,7566,0.0,164.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652435,-87.170868,Surface_patching_warning,2,yellow
7572,0.0,192.9,7572,0.0,129.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652416,-87.170868,Surface_patching_warning,2,yellow
7578,4.117,120.3,7578,3.69,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652401,-87.170868,Full_depth_patching,7,red
7584,0.0,137.7,7584,0.0,295.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652386,-87.170868,Surface_patching_warning,2,yellow
7590,2.533,443.0,7590,2.787,1066.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652367,-87.170868,high_IRI,8,blue
7596,1.272,87.5,7596,1.711,1334.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652351,-87.17086,high_IRI,8,blue
7602,0.211,499.9,7602,1.325,1220.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652336,-87.17086,high_IRI,8,blue
7608,1.26,61.8,7608,1.531,963.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652321,-87.17086,Full_depth_patching,7,red
7614,0.527,310.8,7614,2.908,687.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652302,-87.17086,Full_depth_patching,7,red
7620,1.768,99.0,7620,0.314,215.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652287,-87.17086,Surface_patching_warning,2,yellow
7626,0.0,215.3,7626,0.0,336.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652271,-87.17086,Full_depth_patching,7,red
7632,0.0,270.5,7632,0.0,181.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652256,-87.17086,Surface_patching_warning,2,yellow
7638,0.0,190.2,7638,0.0,113.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652241,-87.17086,Surface_patching_warning,2,yellow
7644,0.0,47.9,7644,1.051,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652222,-87.17086,Surface_patching_warning,2,yellow
7650,0.0,13.7,7650,0.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652206,-87.17086,Good_condition,1,green
7656,0.0,7.5,7656,1.462,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652191,-87.17086,Good_condition,1,green
7662,0.0,45.5,7662,0.0,126.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652176,-87.17086,Surface_patching_warning,2,yellow
7668,0.0,43.7,7668,0.637,154.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652157,-87.17086,Surface_patching_warning,2,yellow
7674,0.0,94.8,7674,0.185,171.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652142,-87.17086,Surface_patching_warning,2,yellow
7680,0.0,84.6,7680,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652126,-87.17086,Surface_patching_warning,2,yellow
7686,0.0,35.4,7686,0.0,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652107,-87.17086,Good_condition,1,green
7692,0.0,170.1,7692,0.443,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652092,-87.17086,Surface_patching_warning,2,yellow
7698,0.899,117.7,7698,0.136,227.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652077,-87.17086,Surface_patching_warning,2,yellow
7704,0.779,36.5,7704,0.0,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652058,-87.17086,Surface_patching_warning,2,yellow
7710,0.0,34.1,7710,1.316,81.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652042,-87.17086,Surface_patching_warning,2,yellow
7716,0.0,33.8,7716,0.0,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652027,-87.17086,Surface_patching_warning,2,yellow
7722,0.0,44.2,7722,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.652012,-87.17086,Surface_patching_warning,2,yellow
7728,0.0,24.9,7728,0.923,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651997,-87.17086,Good_condition,1,green
7734,0.0,9.4,7734,0.0,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651978,-87.17086,Good_condition,1,green
7740,0.0,3.7,7740,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651962,-87.17086,Surface_patching_warning,2,yellow
7746,0.0,26.3,7746,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651947,-87.17086,Good_condition,1,green
7752,0.0,7.9,7752,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651932,-87.17086,Good_condition,1,green
7758,0.0,11.5,7758,0.0,77.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651913,-87.17086,Surface_patching_warning,2,yellow
7764,0.0,34.2,7764,1.04,134.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651897,-87.17086,Surface_patching_warning,2,yellow
7770,0.0,20.1,7770,0.0,183.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651882,-87.17086,Surface_patching_warning,2,yellow
7776,0.0,17.2,7776,0.0,106.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651863,-87.17086,Surface_patching_warning,2,yellow
7782,0.0,19.5,7782,0.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651848,-87.17086,Good_condition,1,green
7788,0.0,36.1,7788,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651833,-87.17086,Good_condition,1,green
7794,0.0,41.5,7794,0.0,174.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651817,-87.17086,Surface_patching_warning,2,yellow
7800,0.0,109.8,7800,0.0,171.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651802,-87.17086,Surface_patching_warning,2,yellow
7806,0.0,70.2,7806,0.0,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651783,-87.17086,Surface_patching_warning,2,yellow
7812,0.0,34.0,7812,0.0,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651768,-87.17086,Good_condition,1,green
7818,0.0,19.7,7818,0.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651752,-87.17086,Good_condition,1,green
7824,0.0,22.7,7824,0.621,142.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651733,-87.170868,Surface_patching_warning,2,yellow
7830,0.0,8.3,7830,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651718,-87.170868,Good_condition,1,green
7836,0.0,28.9,7836,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651703,-87.170868,Full_depth_patching,7,red
7842,0.0,22.2,7842,0.0,148.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651688,-87.170868,Surface_patching_warning,2,yellow
7848,0.0,43.1,7848,0.0,101.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651672,-87.170876,Surface_patching_warning,2,yellow
7854,0.0,26.9,7854,0.0,96.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651653,-87.170876,Surface_patching_warning,2,yellow
7860,0.0,32.3,7860,0.0,206.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651638,-87.170876,Surface_patching_warning,2,yellow
7866,0.0,7.9,7866,0.0,181.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651623,-87.170883,Surface_patching_warning,2,yellow
7872,0.0,31.7,7872,0.0,205.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651608,-87.170883,Surface_patching_warning,2,yellow
7878,0.057,2.0,7878,0.0,267.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651588,-87.170891,Surface_patching_warning,2,yellow
7884,0.0,25.2,7884,0.0,183.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651573,-87.170891,Surface_patching_warning,2,yellow
7890,0.0,21.1,7890,0.0,407.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651558,-87.170891,Full_depth_patching,7,red
7896,0.0,25.3,7896,0.0,345.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651543,-87.170898,Full_depth_patching,7,red
7902,0.0,10.0,7902,0.0,419.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651527,-87.170898,Full_depth_patching,7,red
7908,0.0,11.2,7908,0.0,297.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651508,-87.170906,Surface_patching_warning,2,yellow
7914,0.425,31.5,7914,0.942,122.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651497,-87.170906,Surface_patching_warning,2,yellow
7920,0.747,62.4,7920,0.0,116.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651478,-87.170914,Surface_patching_warning,2,yellow
7926,0.0,47.8,7926,0.0,104.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651463,-87.170914,Surface_patching_warning,2,yellow
7932,0.0,18.2,7932,0.0,102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651447,-87.170921,Surface_patching_warning,2,yellow
7938,0.0,43.9,7938,0.0,335.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651432,-87.170921,Full_depth_patching,7,red
7944,0.0,46.0,7944,0.0,90.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651417,-87.170921,Surface_patching_warning,2,yellow
7950,0.0,22.7,7950,0.0,120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651398,-87.170929,Surface_patching_warning,2,yellow
7956,0.0,57.1,7956,0.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651382,-87.170937,Surface_patching_warning,2,yellow
7962,0.0,77.9,7962,0.0,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651367,-87.170937,Surface_patching_warning,2,yellow
7968,0.0,56.2,7968,0.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651352,-87.170944,Surface_patching_warning,2,yellow
7974,0.0,9.2,7974,0.0,128.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651337,-87.170944,Surface_patching_warning,2,yellow
7980,0.0,15.6,7980,0.589,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651318,-87.170952,Good_condition,1,green
7986,0.0,39.2,7986,0.0,88.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651302,-87.170952,Surface_patching_warning,2,yellow
7992,0.0,25.0,7992,0.0,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651287,-87.170959,Good_condition,1,green
7998,0.0,31.0,7998,0.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651272,-87.170959,Good_condition,1,green
8004,0.0,35.2,8004,0.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651257,-87.170967,Surface_patching_warning,2,yellow
8010,0.0,16.1,8010,0.0,197.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651237,-87.170967,Surface_patching_warning,2,yellow
8016,0.0,77.4,8016,0.0,93.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651222,-87.170975,Surface_patching_warning,2,yellow
8022,0.0,55.3,8022,0.0,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651207,-87.170975,Surface_patching_warning,2,yellow
8028,0.0,28.6,8028,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651192,-87.170982,Surface_patching_warning,2,yellow
8034,0.0,44.6,8034,0.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651176,-87.170982,Good_condition,1,green
8040,0.0,21.8,8040,0.0,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651157,-87.17099,Surface_patching_warning,2,yellow
8046,0.0,18.8,8046,0.0,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651142,-87.17099,Surface_patching_warning,2,yellow
8052,0.0,36.0,8052,0.0,182.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651127,-87.170998,Surface_patching_warning,2,yellow
8058,0.0,58.2,8058,0.0,205.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651112,-87.170998,Surface_patching_warning,2,yellow
8064,0.0,54.3,8064,0.0,135.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651096,-87.171005,Surface_patching_warning,2,yellow
8070,0.0,11.8,8070,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651077,-87.171005,Surface_patching_warning,2,yellow
8076,0.0,51.1,8076,0.0,300.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651062,-87.171013,Surface_patching_warning,2,yellow
8082,0.0,17.1,8082,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651047,-87.171013,Surface_patching_warning,2,yellow
8088,0.0,26.9,8088,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.651031,-87.171021,Good_condition,1,green
